input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,content_type,final_url,cdn_name,cdn,csp_domains_,tls_subject_org_,tls_expired
ipv4-c362-nyc001-ix.stage.superbet.ro,,403,93,ipv4-c362-nyc001-ix.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,ipv4-c362-nyc001-ix.stage.superbet.ro,443,https://ipv4-c362-nyc001-ix.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
ipv6-c017-atl004-ix.stage.superbet.ro,,403,93,ipv6-c017-atl004-ix.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,ipv6-c017-atl004-ix.stage.superbet.ro,443,https://ipv6-c017-atl004-ix.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
ipv6-c097-mia006-ix.stage.superbet.ro,,403,93,ipv6-c097-mia006-ix.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,ipv6-c097-mia006-ix.stage.superbet.ro,443,https://ipv6-c097-mia006-ix.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
ipv6defaultproduction.stage.superbet.ro,,403,93,ipv6defaultproduction.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,ipv6defaultproduction.stage.superbet.ro,443,https://ipv6defaultproduction.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
iquery.stage.superbet.ro,,403,93,iquery.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,iquery.stage.superbet.ro,443,https://iquery.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
irmcompliance.stage.superbet.ro,,403,93,irmcompliance.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,irmcompliance.stage.superbet.ro,443,https://irmcompliance.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
isotope.stage.superbet.ro,,403,93,isotope.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,isotope.stage.superbet.ro,443,https://isotope.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
isoxylic.stage.superbet.ro,,403,93,isoxylic.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,isoxylic.stage.superbet.ro,443,https://isoxylic.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
itcntpdmz2.stage.superbet.ro,,403,93,itcntpdmz2.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,itcntpdmz2.stage.superbet.ro,443,https://itcntpdmz2.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
ito.stage.superbet.ro,,403,93,ito.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,ito.stage.superbet.ro,443,https://ito.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
iwmb.stage.superbet.ro,,403,93,iwmb.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,iwmb.stage.superbet.ro,443,https://iwmb.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
izettle.stage.superbet.ro,,403,93,izettle.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,izettle.stage.superbet.ro,443,https://izettle.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkins-alt-acc-backupsauth-antiviruspre.stage.superbet.ro,,403,93,jenkins-alt-acc-backupsauth-antiviruspre.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkins-alt-acc-backupsauth-antiviruspre.stage.superbet.ro,443,https://jenkins-alt-acc-backupsauth-antiviruspre.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkins-demo-cache-clients-stats-corp.stage.superbet.ro,,403,93,jenkins-demo-cache-clients-stats-corp.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkins-demo-cache-clients-stats-corp.stage.superbet.ro,443,https://jenkins-demo-cache-clients-stats-corp.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkins-salesuploadspanel.stage.superbet.ro,,403,93,jenkins-salesuploadspanel.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkins-salesuploadspanel.stage.superbet.ro,443,https://jenkins-salesuploadspanel.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkins-wiki.stage.superbet.ro,,403,93,jenkins-wiki.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkins-wiki.stage.superbet.ro,443,https://jenkins-wiki.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkinscmsvideo.stage.superbet.ro,,403,93,jenkinscmsvideo.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkinscmsvideo.stage.superbet.ro,443,https://jenkinscmsvideo.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkinshelpdesk.stage.superbet.ro,,403,93,jenkinshelpdesk.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkinshelpdesk.stage.superbet.ro,443,https://jenkinshelpdesk.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkinsipv4.stage.superbet.ro,,403,93,jenkinsipv4.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkinsipv4.stage.superbet.ro,443,https://jenkinsipv4.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkinsjenkins.stage.superbet.ro,,403,93,jenkinsjenkins.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkinsjenkins.stage.superbet.ro,443,https://jenkinsjenkins.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkinsmaster.stage.superbet.ro,,403,93,jenkinsmaster.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkinsmaster.stage.superbet.ro,443,https://jenkinsmaster.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jenkinstemp-gcp-v3-private-register-clients.betting.superbet.ro,,404,,jenkinstemp-gcp-v3-private-register-clients.betting.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,CN=*.betting.superbet.ro,*.betting.superbet.ro,betting.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,5a4c8201731140649e0b9ca12caeec2f,a1458c5c853b8ba79c4a7a5356f989c05682c2271e36399481d100e5633d6cdc,True,ctls,jenkinstemp-gcp-v3-private-register-clients.betting.superbet.ro,443,https://jenkinstemp-gcp-v3-private-register-clients.betting.superbet.ro:443,https,,GET,92.87.107.27,/,-1840324437,92.87.107.27,HSTS,1,False,,,,,,,
jenkinsv4.stage.superbet.ro,,403,93,jenkinsv4.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jenkinsv4.stage.superbet.ro,443,https://jenkinsv4.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jira-domain.stage.superbet.ro,,403,93,jira-domain.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jira-domain.stage.superbet.ro,443,https://jira-domain.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jocuri.superbet.ro,Invalid Dynamic Link,400,9233,jocuri.superbet.ro,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-12T15:30:42Z,2023-08-10T15:30:41Z,CN=www.atusweb.xyz,www.atusweb.xyz,xn--yla.ro,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,977e4b18ddb04d880c7cc77d7efeb19a,3edb160b8f5c6d25421deba6300846e603fcbcefdda69cb67e3017956ff75986,,ctls,jocuri.superbet.ro,443,https://jocuri.superbet.ro:443,https,,GET,151.101.1.195,/,1905170354,151.101.65.195,HTTP/3,1,False,text/html,,fastly,True,https://apis.google.com,,
john-gba-lite.stage.superbet.ro,,403,93,john-gba-lite.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,john-gba-lite.stage.superbet.ro,443,https://john-gba-lite.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
johnston.qa.superbet.ro,,403,93,johnston.qa.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.qa.superbet.ro,*.betting.qa.superbet.ro,betting.qa.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,9a375b52b8158fe2523fe6d3a2b06f34,ac625b2175fbac32fc8b0326eb22d9d2e5f4f8c1a4cc1620aadfc1b7a6ab9b52,True,ctls,johnston.qa.superbet.ro,443,https://johnston.qa.superbet.ro:443,https,,GET,92.87.107.20,/,-1060002298,92.87.107.20,,4,False,text/html,,,,,,
jrss-215-70-198-60.stage.superbet.ro,,403,93,jrss-215-70-198-60.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jrss-215-70-198-60.stage.superbet.ro,443,https://jrss-215-70-198-60.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jrss-215-70-253-37.stage.superbet.ro,,403,93,jrss-215-70-253-37.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jrss-215-70-253-37.stage.superbet.ro,443,https://jrss-215-70-253-37.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jrss-215-70-3-94.stage.superbet.ro,,403,93,jrss-215-70-3-94.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jrss-215-70-3-94.stage.superbet.ro,443,https://jrss-215-70-3-94.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jrss-215-71-0-31.stage.superbet.ro,,403,93,jrss-215-71-0-31.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jrss-215-71-0-31.stage.superbet.ro,443,https://jrss-215-71-0-31.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
jrss-215-71-102-53.stage.superbet.ro,,403,93,jrss-215-71-102-53.stage.superbet.ro,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-28T00:00:00Z,2023-07-28T23:59:59Z,CN=*.betting.stage.superbet.ro,*.betting.stage.superbet.ro,betting.stage.superbet.ro,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,4d45005b660166a2b22845400fd63a7e,dd01dbfef5b80da58bc65b5c757135ad602dc9f7f05f00008f941a06c74f21df,True,ctls,jrss-215-71-102-53.stage.superbet.ro,443,https://jrss-215-71-102-53.stage.superbet.ro:443,https,,GET,92.87.107.18,/,-1060002298,92.87.107.18,,4,False,text/html,,,,,,
