input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,cdn_name,cdn,tech_,csp_domains_,tls_wildcard_certificate,final_url,tls_expired
neighborhood.informatica.com,Informatica - Sign In,200,17940,sso.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-03T00:00:00Z,2023-11-03T23:59:59Z,"CN=sso.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",sso.informatica.com,Informatica LLC,www.sso.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b194ba73da6b709bc3d27e33cb53cb40,ad092668a9d14a2079f863dab9f7eda60c1cc3c90e4568078335ca12fd51e368,ctls,sso.informatica.com,443,https://neighborhood.informatica.com:443,https,nginx,text/html,GET,184.105.99.75,/,-1840324437,2602:fd3f:3:ff02::4b,470,False,,,Nginx,,,https://sso.informatica.com/login/login.htm?fromURI=%2Fapp%2Finformatica_discourse_1%2Fexk1mjril3riUZSbT1d8%2Fsso%2Fsaml%3FSAMLRequest%3DjZLNTsMwEIRfJTefUsdJW4rVRIpaIVUqCFHg0Evl2gsxdezgdfh5e5JUiCIE4rqa%252BWa0u3MUtWl42YbK3sBzCxiiEhF80M4unMW2Br8B%252F6Il3N2sc1KF0CCn1IJ%252BrPbOV86pkbYPztciaClG0tVUdDjak6kUxuyFPJBo2aG1FT33i4Lofpqbhp7MdkqjdK1H2DEKbwdWP3ltMq%252Fvtpv9LVOzHjKEkWi1zMkuZeNzpUQWJw9pFo8n02l8njEVJ3LC5DiZZMlMdVLEFlYWg7AhJ2nSSZNpnGS3KePZjGdnWxLdg8ehbjpKSPRWG4u8D8pJ6y13AjVyK2pAHiTflJdr3gm5%252BFzfqaX529N4F5x0hhTzXs2Hdr74z7Ln9NQxP97zqktYLa%252Bd0fI9Ko1xrwsPIkBOgm%252BBRBcD4fdObMSGiVbxMYxDLbQplfKASGhxTP3%252BOMUH,
network-test.informatica.com,Informatica Network,200,381076,network-test.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-24T00:00:00Z,2024-03-26T23:59:59Z,"CN=network-test.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",network-test.informatica.com,Informatica LLC,network-test.informatica.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,764d761ac0f28d61918c91f514c2f919,60bbb613d7da36890cca4c718032bbee8a04cc47733a4d3101a4706bfa69ea1c,ctls,network-test.informatica.com,443,https://network-test.informatica.com:443,https,sfdcedge,text/html,GET,85.222.140.11,/,1433417005,85.222.140.6,398,False,,,HSTS,https://data.instrumentation.getconga.com,,https://network-test.informatica.com/s/,
network.informatica.com,Informatica Network,200,332689,network.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=network.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",network.informatica.com,Informatica LLC,network.informatica.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1cac14e7b07dd4440c19652ca90dc868,7190e670af31ae9108ece45eae6a9a3ed3e24a01fd5d4a7edc562dda1b64123d,ctls,network.informatica.com,443,https://network.informatica.com:443,https,sfdcedge,text/html,GET,85.222.140.11,/,1433417005,85.222.140.6,375,False,,,HSTS,https://infa--c.na168.content.force.com,,https://network.informatica.com/s/,
nl.informatica.com,IIS,200,687,nl.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2022-11-27T00:00:00Z,2023-11-28T23:59:59Z,"CN=wwwmicrolb.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",wwwmicrolb.informatica.com,Informatica LLC,careers.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b89a72bd6ebea757e62edb57f34a0e60,8f0d1343a3781d524ee2a971fb67d630c76842e54c7d5017539e127377f12b1a,ctls,nl.informatica.com,443,https://nl.informatica.com:443,https,Microsoft-IIS/10.0,text/html,GET,198.202.141.157,/,1631801191,198.202.141.157,32,False,,,Windows Server,edge.fullstory.com,,,
nlgw.informatica.com,Document Error: Not Found,404,152,nlgw.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=vpn.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",vpn.informatica.com,Informatica LLC,mbgw.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ffe3418cc516defe85d3a7d6a7b401f,0f7c73cbc0001fde489641244958ae23b9d9525fdfbc3e63be2868f53cc8521a,ctls,nlgw.informatica.com,443,https://nlgw.informatica.com:443,https,,text/html,GET,213.208.237.34,/,593259606,213.208.237.34,7,False,,,HSTS,,,,
now-test.informatica.com,Enterprise Cloud Data Management | Informatica,200,245476,www.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,www.informatica.com,443,https://now-test.informatica.com:443,https,Apache,text/html,GET,104.17.72.206,/,-1830859370,104.17.71.206,6947,False,cloudflare,True,Java,assets.adobedtm.com,,https://www.informatica.com,
npgw.informatica.com,Document Error: Not Found,404,152,npgw.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=vpn.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",vpn.informatica.com,Informatica LLC,mbgw.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ffe3418cc516defe85d3a7d6a7b401f,0f7c73cbc0001fde489641244958ae23b9d9525fdfbc3e63be2868f53cc8521a,ctls,npgw.informatica.com,443,https://npgw.informatica.com:443,https,,text/html,GET,149.97.251.20,/,593259606,149.97.251.20,7,False,,,HSTS,,,,
oauthcallback.rt.informaticacloud.com,,404,,oauthcallback.rt.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-14T11:20:01Z,2024-04-07T11:19:01Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=usw3-cai.dm-us.informaticacloud.com",usw3-cai.dm-us.informaticacloud.com,Informatica LLC,usw3-sfdc-cai.dm-us.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,2c6887c129c6fb53c2845a695d1b8081,93b167a26887c86e678b514f595d98ca7388cee347075bd73b6c38f1d1addc2a,ctls,oauthcallback.rt.informaticacloud.com,443,https://oauthcallback.rt.informaticacloud.com:443,https,istio-envoy,,GET,54.187.67.94,/,-1840324437,52.40.70.248,1,False,,,,,,,
onlinehelp.informatica.com,Home,200,53354,docs.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,docs.informatica.com,443,https://onlinehelp.informatica.com:443,https,Apache,text/html,GET,198.202.141.145,/,-679384095,198.202.141.145,1688,False,,,ZURB Foundation,https://*.infaqa.com,,https://docs.informatica.com,
opsinsights.dm-us.informaticacloud.com,HTTP Status 404 – Not Found,404,431,opsinsights.dm-us.informaticacloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-08-16T05:08:12Z,2023-08-16T05:18:00Z,"CN=opsinsights.dm-us.informaticacloud.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",opsinsights.dm-us.informaticacloud.com,Informatica LLC,uk1-opsinsights.dm-uk.informaticacloud.com,"CN=HydrantID SSL CA G3, O=HydrantID (Avalanche Cloud Corporation), C=US",HydrantID SSL CA G3,HydrantID (Avalanche Cloud Corporation),eca2aaac1bba663a91d57141317beb79,20b80f9eeda074a0381524ad7630147882af09cd7537930b351bbd5f89473f91,ctls,opsinsights.dm-us.informaticacloud.com,443,https://opsinsights.dm-us.informaticacloud.com:443,https,,text/html,GET,52.37.253.168,/,-230353730,54.68.69.220,1,False,,,,,,,
origin-download.informatica.com,IIS Windows Server,200,703,origin-download.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2022-07-25T00:00:00Z,2023-08-01T23:59:59Z,"CN=origin-download.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",origin-download.informatica.com,Informatica LLC,origin-download.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c08c345b3c0f3c6c3c56ec2d853ec299,39670682591c2d55d7a6fab2259d88c84d7a2c496904db2e94e6b91aa2dad90c,ctls,origin-download.informatica.com,443,https://origin-download.informatica.com:443,https,Microsoft-IIS/10.0,text/html,GET,198.202.141.104,/,1631801191,198.202.141.104,32,False,,,Windows Server,,,,
pagw.informatica.com,Document Error: Not Found,404,152,pagw.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=vpn.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",vpn.informatica.com,Informatica LLC,mbgw.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,4ffe3418cc516defe85d3a7d6a7b401f,0f7c73cbc0001fde489641244958ae23b9d9525fdfbc3e63be2868f53cc8521a,ctls,pagw.informatica.com,443,https://pagw.informatica.com:443,https,,text/html,GET,62.23.101.58,/,593259606,62.23.101.58,7,False,,,HSTS,,,,
parc.informatica.com,Partner Welcome,200,54534,partners.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,partners.informatica.com,443,https://parc.informatica.com:443,https,Apache,text/html,GET,104.102.23.14,/,1919162083,2a02:26f0:480:591::aca,1250,False,,,Pure CSS,,,https://partners.informatica.com/public/partner-welcome.html?fromURI=https%3A%2F%2Finfapassport.okta.com%2Fapp%2Finformaticapassportprod_informaticaaempartners_1%2Fexk1ed4xrixoJRWt51d8%2Fsso%2Fsaml,
partners-sit.informatica.com,"Partner Welcome | Informatica Partner, | Informatica Partner, | Informatica Partner, | Informatica Partner",200,23503,partners-sit.informatica.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,,2022-08-04T00:00:00Z,2023-08-12T23:59:59Z,"CN=wwwsit63.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US, serialNumber=3003382, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",wwwsit63.informatica.com,Informatica LLC,informaticaworld-sit.informatica.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,7588c3338768700f446912a2c4160e0c,9e594a2445a59dbc832169781a57968bce526fe6ef61e85854350a9c407b6d01,ctls,partners-sit.informatica.com,443,https://partners-sit.informatica.com:443,https,Apache,text/html,GET,198.202.141.82,/,-366337701,198.202.141.82,709,False,,,Pure CSS,googleads.g.doubleclick.net,,https://partners-sit.informatica.com/public/partner-welcome.html?fromURI=https%3A%2F%2Finfportalsb.oktapreview.com%2Fapp%2Finformaticapassport_informaticaaempartners63sit_1%2Fexkjkeph4574D5Ta40h7%2Fsso%2Fsaml,
partners-stage.informatica.com,Partner Welcome | Informatica Partner,200,27575,partners-stage.informatica.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-12T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",www.informatica.com,Informatica LLC,accounts-alpha.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c228b750a0e2f6f8064187bfb5364e6,6e868b6126f06b865e67ad04eac84f99e282e19d427dfa6135ecd482fe51b48f,ctls,partners-stage.informatica.com,443,https://partners-stage.informatica.com:443,https,Apache,text/html,GET,95.101.179.127,/,-1705465585,95.101.179.127,696,False,,,Linkedin Ads,https://*.linkedin.com,,https://partners-stage.informatica.com/public/partner-welcome.html?fromURI=https%3A%2F%2Finfportalsb.oktapreview.com%2Fapp%2Finformaticapassport_informaticaaempartners65stage_1%2Fexknxrgf2qJgGC7kx0h7%2Fsso%2Fsaml,
playground.droplets.informatica.com,Droplets | Informatica,200,407,playground.droplets.informatica.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,"Netlify, Inc",netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,ctls,playground.droplets.informatica.com,443,https://playground.droplets.informatica.com:443,https,Netlify,text/html,GET,34.159.132.250,/,2030085389,2a05:d014:275:cb00::c8,12,False,google,True,Netlify,,True,,
pr1.informatica.com,Login - Infa Service Portal,200,109526,infaprod.service-now.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-20T20:45:47Z,2023-10-10T20:45:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,"ServiceNow, Inc.",service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e71d4cf3c102df0bf35861d19534810c,4292bab069333bbe3441f31c7188845aa820604a7f39ceb98d66c232be143558,ctls,infaprod.service-now.com,443,https://pr1.informatica.com:443,https,snow_adc,text/html,GET,198.202.141.84,/,-160914230,198.202.141.84,549,False,,,Java,,True,https://infaprod.service-now.com/infasp?id=kb_article_view&sysparm_article=KB0013224,
pr2.informatica.com,Login - Infa Service Portal,200,109526,infaprod.service-now.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-20T20:45:47Z,2023-10-10T20:45:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,"ServiceNow, Inc.",service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e71d4cf3c102df0bf35861d19534810c,4292bab069333bbe3441f31c7188845aa820604a7f39ceb98d66c232be143558,ctls,infaprod.service-now.com,443,https://pr2.informatica.com:443,https,snow_adc,text/html,GET,198.202.141.84,/,160355848,198.202.141.84,549,False,,,Java,,True,https://infaprod.service-now.com/infasp?id=kb_article_view&sysparm_article=KB0013225,
presaleschatbotprod.informatica.com,,404,102,presaleschatbotprod.informatica.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-10T00:00:00Z,2024-01-09T23:59:59Z,"CN=azprodedhcbapplb.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",azprodedhcbapplb.informatica.com,Informatica LLC,azprodedhcbapp2.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9d08941a90178068a6887b7d2953c377,388f16c1e356487933d07fd58d9ca9a268d681b94d2e7cf8c8db62698e9281d5,ctls,presaleschatbotprod.informatica.com,443,https://presaleschatbotprod.informatica.com:443,https,,application/json,GET,4.155.16.253,/,-1864793569,4.155.23.71,1,False,,,,,,,
prod-apj.static.informaticacloud.com,Service Unavailable,503,267,prod-apj.static.informaticacloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2023-01-20T19:24:46Z,2024-02-14T19:23:46Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=static.informaticacloud.com",static.informaticacloud.com,Informatica LLC,parallel-prod-staging.static.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,bad03ab6a2a758e4a3da4c594b0721c4,98391296c86011898cfa1984149e82c8c4c234a91cd9f839b02a5d91535bcff7,ctls,prod-apj.static.informaticacloud.com,443,https://prod-apj.static.informaticacloud.com:443,https,AkamaiGHost,text/html,GET,23.212.205.136,/,594257451,23.212.205.136,9,False,,,,,,,
prod-emea.static.informaticacloud.com,Service Unavailable,503,267,prod-emea.static.informaticacloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2023-01-20T19:24:46Z,2024-02-14T19:23:46Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=static.informaticacloud.com",static.informaticacloud.com,Informatica LLC,parallel-prod-staging.static.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,bad03ab6a2a758e4a3da4c594b0721c4,98391296c86011898cfa1984149e82c8c4c234a91cd9f839b02a5d91535bcff7,ctls,prod-emea.static.informaticacloud.com,443,https://prod-emea.static.informaticacloud.com:443,https,AkamaiGHost,text/html,GET,23.212.205.136,/,1122618833,23.212.205.136,9,False,,,,,,,
prod-ford.static.informaticacloud.com,Service Unavailable,503,267,prod-ford.static.informaticacloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2023-01-20T19:24:46Z,2024-02-14T19:23:46Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=static.informaticacloud.com",static.informaticacloud.com,Informatica LLC,parallel-prod-staging.static.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,bad03ab6a2a758e4a3da4c594b0721c4,98391296c86011898cfa1984149e82c8c4c234a91cd9f839b02a5d91535bcff7,ctls,prod-ford.static.informaticacloud.com,443,https://prod-ford.static.informaticacloud.com:443,https,AkamaiGHost,text/html,GET,23.212.205.136,/,1333218876,23.212.205.136,9,False,,,,,,,
prod-sandbox.static.informaticacloud.com,Service Unavailable,503,267,prod-sandbox.static.informaticacloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2023-01-20T19:24:46Z,2024-02-14T19:23:46Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=static.informaticacloud.com",static.informaticacloud.com,Informatica LLC,parallel-prod-staging.static.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,bad03ab6a2a758e4a3da4c594b0721c4,98391296c86011898cfa1984149e82c8c4c234a91cd9f839b02a5d91535bcff7,ctls,prod-sandbox.static.informaticacloud.com,443,https://prod-sandbox.static.informaticacloud.com:443,https,AkamaiGHost,text/html,GET,23.212.205.136,/,-723514758,23.212.205.136,9,False,,,,,,,
prod.static.informaticacloud.com,Service Unavailable,503,269,prod.static.informaticacloud.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,,2023-01-20T19:24:46Z,2024-02-14T19:23:46Z,"C=US, ST=California, L=Redwood City, O=Informatica LLC, CN=static.informaticacloud.com",static.informaticacloud.com,Informatica LLC,parallel-prod-staging.static.informaticacloud.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,bad03ab6a2a758e4a3da4c594b0721c4,98391296c86011898cfa1984149e82c8c4c234a91cd9f839b02a5d91535bcff7,ctls,prod.static.informaticacloud.com,443,https://prod.static.informaticacloud.com:443,https,AkamaiGHost,text/html,GET,23.201.244.135,/,382393170,23.201.244.135,9,False,,,,,,,
psv16sam04.informatica.com,,200,20439,psv16sam04.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-19T00:00:00Z,2024-04-18T23:59:59Z,"CN=psv16sam04.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",psv16sam04.informatica.com,Informatica LLC,www.psv16sam04.informatica.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,aab7a8b710f82acba79561692a1f6f7a,f5214bfe9767319341da0c1eaeabac61a2cc51248e2c6f962c7e93478ad60a51,ctls,psv16sam04.informatica.com,443,https://psv16sam04.informatica.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,207.207.12.93,/,-1840324437,207.207.12.93,153,False,,,Microsoft HTTPAPI:2.0,https://psv16sam04.informatica.com,,,
pt.informatica.com,IIS,200,687,pt.informatica.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,True,2022-11-27T00:00:00Z,2023-11-28T23:59:59Z,"CN=wwwmicrolb.informatica.com, O=Informatica LLC, L=Redwood City, ST=California, C=US",wwwmicrolb.informatica.com,Informatica LLC,careers.informatica.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b89a72bd6ebea757e62edb57f34a0e60,8f0d1343a3781d524ee2a971fb67d630c76842e54c7d5017539e127377f12b1a,ctls,pt.informatica.com,443,https://pt.informatica.com:443,https,Microsoft-IIS/10.0,text/html,GET,198.202.141.157,/,1631801191,198.202.141.157,32,False,,,Windows Server,www.googletagmanager.com,,,
pwreset.informatica.com,Microsoft Online Password Reset,200,51616,passwordreset.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-05-04T00:00:00Z,2024-05-04T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,86943de44ccac520c661526f9a4169ab,7a5dc7c513343714f8248a0f6e5699a73d999e558652e7874b5aa61b53f5cb6d,ctls,passwordreset.microsoftonline.com,443,https://pwreset.informatica.com:443,https,,text/html,GET,198.202.141.84,/,-1261838835,198.202.141.84,886,False,,,Microsoft ASP.NET,,True,https://passwordreset.microsoftonline.com/?whr=informatica.com,
